,id_str,user.id,user_retweeters,Clase
16,1371928863253626882,252168075,"['1255719374', '361421053', '1161370873', '4251658642', '1279224657124753408', '1205418597725683712', '385111383', '16967823', '807018225426759680', '3353414279', '1366576114106269697', '1059168774975356933', '1174097745948422145', '1152152534', '1036376903714840576', '547180928', '952207941012254720', '190853335', '2971767178', '907740079975788545', '1058840056113364998', '2780462625', '138538910', '2667545393', '1106656363567042561', '1365361603831595011', '804094256', '4399373361', '4078995195', '371735571', '1146562602681741314', '1263528908844085250', '1294673097220665351', '2961501371', '1134596566466158592', '45452139', '993304554', '2425557421', '632218479', '105301854', '1000012910', '819217023586725888']",0
17,1371929049782755332,252168075,"['907740079975788545', '4078995195', '1146562602681741314', '1015330438552932352', '819217023586725888', '899458509766619136', '1176327725457584130', '67453509', '1267827808417406982', '1248031101894955009', '828667226387574784', '3349458881', '1064527049287770112', '263649751', '1252422390946115584', '927975778272403456', '1297307280938065921', '1167510078649487361', '1001483894091337729', '3353861285', '1353915017687683072', '391155284', '720398077610188800', '496358067', '371347243', '396149001', '849950096678629380', '1210378599238422528', '1091859230', '1131412768635183111', '180912921', '3065765061', '1186358629852684291', '2546904036', '310602518', '1287562291', '4760638516', '121807327', '871158715520626689', '716455971795648512', '211531918', '1007234912', '912378570118500352']",0
18,1372517250196987907,252168075,[],0
19,1351290708519489538,252168075,"['1275706297', '1046576621921218560', '4836551590', '45936838', '189296883', '2328700569', '184331718', '443957372', '927377684224708608', '1062010454854324225', '2956119892', '1267825484324208650', '178107007', '2374631185', '476169468', '1031974337589530624', '4220072895', '3013475817', '1576444242', '759399835418124288', '716455971795648512', '1336348133840867334', '748024568', '1164156646827974656', '40474405', '129631920', '163557607', '2257236332', '752861804775243776', '2744954261', '2693265779', '179754650', '179274588', '2582866400', '1248673664544968704', '1329902594475651072', '3273370831', '920281298735976449', '136129633', '1336876080536367104', '1044648661307850752']",0
20,1351291079044292610,252168075,"['783651109730656260', '3273370831', '920281298735976449', '315864204', '978560748837392389', '1233264558707527681', '496975050', '1071973252774404096', '1233634360609398784', '2396895553', '1267827808417406982', '1279462350362415104', '401091098', '1074817759303909378', '3221448826', '1070828803713306624', '67453509', '1193738128412102657', '1320466800509857794', '1309223027650035715', '1080593788576387072', '967065695333900289', '172094954', '1241560483', '2947565519', '4579944141', '140683906', '565191963', '1252422390946115584', '468895562', '1146504383779233792', '2903239210', '182208443', '185743772', '3848136317', '1188801412337225729', '2783159023', '4819516888', '1239091746', '940279479255142400', '2985850271']",0
21,1351291353070788611,252168075,"['4107942261', '708514908095254528', '315864204', '1233264558707527681', '496975050', '1233634360609398784', '312707665', '18925821', '1267827808417406982', '401091098', '1074817759303909378', '3221448826', '1070828803713306624', '67453509', '1193738128412102657', '1320466800509857794', '1309223027650035715', '1252522040', '1252579516356145153', '1171154016765652992', '2352253952', '1080593788576387072', '967065695333900289', '3349458881', '1241560483', '2947565519', '121807327', '140683906', '565191963', '1252422390946115584', '868316476503191552', '468895562', '1146504383779233792', '2903239210', '182208443', '1146864267733413888', '185743772', '3848136317', '1188801412337225729', '2783159023', '3514376843', '4819516888', '823330596', '1239091746', '240425521', '940279479255142400']",0
22,1351291759930826752,252168075,"['783651109730656260', '1039519515283939328', '3273370831', '4107942261', '708514908095254528', '1793506855', '315864204', '1233264558707527681', '496975050', '1233634360609398784', '312707665', '323331296', '1267827808417406982', '401091098', '1074817759303909378', '3221448826', '1070828803713306624', '1193738128412102657', '1320466800509857794', '1309223027650035715', '1252522040', '1252579516356145153', '1287562291', '340627918', '967065695333900289', '3349458881', '1241560483', '2947565519', '121807327', '42944306', '140683906', '1252422390946115584', '868316476503191552', '468895562', '1146504383779233792', '2903239210', '182208443', '1146864267733413888', '263552210', '185743772', '2671066675', '3848136317', '1188801412337225729', '2783159023']",0
23,1371484383476088835,252168075,"['4078995195', '161498206', '329694280', '3026105930', '155700835', '526349135', '145978353', '3006766474', '871158715520626689', '1311261883', '996779583918796801', '1280130696741359616', '1231041099545923585', '847778932174794752', '4206406708', '978805113740578816', '4220072895', '199438246', '1192415849400938496', '408039627', '4091240956', '1023341334994796544', '889571490290597888', '1325992493138268160', '2820909563', '3109545658', '2887612871', '985701258', '510740590', '2725814253', '747798387634888704', '910392337', '4206258441', '985974482320969728', '35961319', '2564582235', '2296379731', '2551082712', '1360817803931099139']",0
24,1371486851463315456,252168075,[],0
25,1346768370524422146,252168075,"['1720135849', '2904226762', '1170791961697107968', '312707665', '1296571048373215233', '1130288299615105025', '3432853587', '179824150', '1961847300', '1003015970213040133', '94996859', '3045228537', '149098745', '1244399091574022146', '235148567', '419948205', '138538910', '721052903151136768', '196885137', '128379582', '4220072895', '797064919493607425', '1311406391035400192', '766780636589723648', '510740590', '1322786581854507008', '2332316062', '579437053', '919990254802800645', '1620434316', '4135924881', '156054222', '254391017', '1249052029244387330', '2310884788', '441431176', '921769729622147072', '1212232926168936448', '1188766247833522177', '606632391', '847778932174794752', '860648953', '783367912954458112']",0
26,1369718396900769792,252168075,"['731781342', '2932140081', '1676150731', '867575551703298048', '61954571', '978296958149414918', '319286982', '280327823', '1334687222', '1191065166630273025', '41676573', '1346946936260222977', '1320421402273554438', '1350955216787697669', '1242344151619973121', '145375377', '735506649155309568', '1405717694', '1044648661307850752', '2289095864', '1364644988831870979', '812373011714179072', '132248682', '4198465642', '2713796776', '1493942767', '193379844', '871484798904274944', '1341462207591112704', '828667226387574784', '109856426', '209257319', '265528581', '1282677838466998272', '107708146', '735677606369071108', '2971767178', '1205897942697218048', '116796425', '1111155194396581890', '3958069995', '2763647871', '255936713', '1199738979387662336', '722146335584034819']",0
27,1369743263914135553,252168075,"['636345775', '1106767294376620032', '824218235293888512', '3198212446', '849459923205443587', '152649708', '1257604822624342016', '179606417', '1189910719623573505', '1330532739473436672', '1328142733', '894736560498847747', '193379844', '828667226387574784', '1302966574580727811', '1309280553678573570', '143480186', '4246311561', '1379643769', '266956236', '838199027732729857', '4145621363', '730484398819250176', '1199523653471408134', '759404233267507201', '1226974709885161474', '2171437659', '1458753680', '318089931', '208648078', '765891954471276544', '1308853209822302210', '928717784124743680', '951684107595075585', '634939909', '4434571462', '766148642411573248', '978560748837392389', '171862820', '758176439187415040', '222298968', '1104215405554552832', '882549959345795073', '239699954', '1220152046776655872']",0
28,1369743404402409478,252168075,"['4145621363', '874313760', '1458753680', '1308853209822302210', '1006941426037477376', '2924522779', '766148642411573248', '171862820', '758176439187415040', '222298968', '1104215405554552832', '899458509766619136', '906501044385009665', '3397847596', '143179041', '761889425353764864', '496975050', '353854993', '153554698', '1021159485837103106', '170188469', '890411326002126848', '2595312323', '3076068057', '2810665427', '757723499968532480', '1490231748', '202394218', '1248470479712563202', '526349135', '2471575699', '3330570411', '1261780918060101640', '1303185099974942720', '1235641907633631233', '2947565519', '1229615049536409601', '127992278', '185743772']",0
29,1369763541662773252,252168075,"['1248470479712563202', '510740590']",0
30,1369766350827249667,252168075,"['2924522779', '185743772', '171862820', '222298968', '1104215405554552832', '2257236332', '576528491', '496975050', '1193738128412102657']",0
31,1369780610496139266,252168075,"['217978286', '3403398057']",0
32,1369780813462700036,252168075,[],0
33,1369781000763564033,252168075,"['2814064344', '1106767294376620032', '728027367466217472', '162450182', '319286982', '849459923205443587', '1872208945', '1257604822624342016', '837457455433015296', '230922284', '735506649155309568', '1405717694', '532673894', '4198465642', '1312171075309051911', '1357890008', '828667226387574784', '1302966574580727811', '2677167388', '2425557421', '906302531839647744', '4112806054', '36957720', '1205897942697218048', '3155840833', '147257477', '715130439', '38481918', '1379643769', '266956236', '53413802', '1298681535558823938', '312805029', '2184408541', '4704533964', '1410715038', '759404233267507201', '623801593', '288381184', '87470672', '1006941426037477376', '198300041', '1104215405554552832', '882549959345795073', '239699954', '971186139917901825']",0
34,1369763744218296320,252168075,[],0
35,1369719449448759318,252168075,"['828667226387574784', '266956236', '222298968', '427704403', '217467287', '761889425353764864', '1102939558222721024', '270008304', '153554698', '1975248488', '4223237123', '511224005', '965369754', '275666277', '1015330438552932352', '564042719', '45452139', '1330626447359270913', '1561342028', '2151623971', '1289358944209600513', '565191963', '758266808', '1128128054830743553', '185743772', '1267827808417406982', '2703997853', '290763243']",0
36,1369743709563195396,252168075,"['894736560498847747', '828667226387574784', '1045330270847729664', '1379643769', '266956236', '230347910', '1265827819', '4105049614', '3158230462', '747798387634888704', '761889425353764864', '148402220', '965369754', '4821490877', '142039745', '1015330438552932352', '45452139', '2151623971', '565191963', '2947565519', '758266808', '889066117', '1128128054830743553', '185743772', '419891711']",0
37,1369744141085720576,252168075,['1062010454854324225'],0
38,1369744526814904322,252168075,[],0
39,1369744802548494348,252168075,[],0
40,1369744972644237317,252168075,"['1379643769', '167147663', '148402220', '511224005', '1330626447359270913', '2947565519', '127992278', '185743772']",0
41,1369746072856367113,252168075,"['1379643769', '1104215405554552832', '1156038606953287681', '1306004461', '2947565519', '127992278', '185743772']",0
42,1370114981396643843,252168075,[],0
43,1349642715567415299,252168075,"['634170302', '1014581050289410048', '156054222', '1084477026646536193', '1236817840021417984', '1250159023472685064', '885913418821238784', '1189971122923724801', '499381646', '915651757652549635', '704508268861853696', '333627902', '1164116703590125568', '348835930', '145423533', '1900832748', '765969346078310400', '263649751', '312707665', '951865669', '199691868', '1485509054', '1244732086906433539', '723567577260277760', '201015496', '759039470406541315', '208490736', '2604861845', '1314400279123689473', '547180928', '1302529537', '3183428020', '1287265164', '1106202888286674944', '3236245049', '186070960', '611315143', '249479601', '2777209585', '182118549', '2193446188', '606632391', '574132516', '3748419377', '3037629969', '877370610497802240', '4198183773', '4405726341']",0
44,1349834017005318146,252168075,[],0
45,1349834211159666690,252168075,[],0
46,1354041255114772482,252168075,"['167385572', '19991497', '1324927863913656321', '1292596613970563072', '52243385', '174716136', '960414535', '1542023767', '4532040442', '199889412', '593144854', '1248031101894955009', '208768095', '1184960890061381632', '94996859', '310602518', '883120640206807040', '199691868', '448110852', '136296830', '1270407863752671235', '4237533411', '71633787', '510740590', '4321866322', '187035241', '1216555341607063558', '286710135', '273682375', '1169332419327123456', '1171154016765652992', '511224005', '53553846', '3359440300', '952207941012254720', '1272582065226231808', '2151899348', '820742448', '862837368117755904', '1099659223523311616', '4261733687', '142786478']",0
47,1363911178318135301,252168075,"['1676825292', '2424671376', '978560748837392389', '58127090', '312707665', '510740590', '990645311675695105', '860360141350334464', '240425521', '993304554', '2533383794', '300582208', '299375176', '405924380', '2620214918', '1062010454854324225', '527736823', '805521127124729857', '147724414', '827048251', '1313218535519379459', '1228328509631815692']",0
48,1363911383146987522,252168075,"['1740599918', '130238110', '58127090', '312707665', '510740590', '240425521', '993304554', '1062010454854324225', '2533383794', '300582208', '527736823', '947946508174884867', '176590617', '1013950843', '1184936917709852672', '734388470458818561', '1119605455565852673', '42639105', '2296379731', '827048251', '730424379708977153', '1313218535519379459', '1228328509631815692']",0
49,1352978768399372288,252168075,"['853004520338718720', '724088852', '280526998', '994366160794726400', '49814485', '776978614420135938', '721052903151136768', '1448860903', '799045498648875008', '1056891366297481223', '76691547', '99443868', '1311261883', '825688939', '836750423818125312', '1309248395064881153', '107708146', '4749475517', '136689177', '510740590', '227165658', '4574906055', '927582038433173504', '102559425', '1169332419327123456', '1275706297', '1065654049918337025', '1220026772701569024', '2729071072', '198316580', '1625752669', '762779176642441216', '730424379708977153', '874645664', '552664234', '225273523', '2376429744', '637070448', '158598364', '783232796', '466149247', '1271418537794580480', '421148871']",0
50,1352981710149967875,252168075,[],0
51,1353009364844609536,252168075,[],0
52,1352981275183886337,252168075,"['4574906055', '1340593632844328961']",0
53,1352983241863606272,252168075,[],0
54,1352981468730023936,252168075,[],0
55,1352979958797365248,252168075,"['1346144957774647298', '1141484775271800833']",0
56,1353724970543833092,252168075,['1188801412337225729'],0
57,1354148055554150401,252168075,"['42944306', '1601735905', '4261733687', '527736823', '244332572', '852134565829365760', '2683902000', '853672513', '149584099', '993887238', '742492143885930496', '1353838551151108097', '1252586028713607168', '4321866322', '1042532093681528832', '141337897', '2533383794', '1109928103818743808', '2200487845', '497590829', '225273523', '2861601397', '1192059792350728194', '66505699', '3018440225', '1162557422340382722', '1275477911722774535', '903240108828221440', '1082408352368508933', '1350807029544316930', '1311261883', '175324823', '72543670', '761863878', '2884757092', '2318112896', '985701258', '715295653161803777', '323331296', '126523100']",0
58,1354148268792573953,252168075,"['1601735905', '244332572', '2683902000', '2861601397', '3018440225', '4869662693', '1241560483', '821138299725160448', '161197918', '3432853587', '1976827320', '1165451914693304320', '1062010454854324225', '35961319', '2985850271', '1193738128412102657', '510740590']",0
59,1354148569343782915,252168075,"['79289921', '244332572', '2683902000', '3018440225', '1241560483', '161197918', '1976827320', '1062010454854324225', '2985850271']",0
60,1354149232660393989,252168075,"['419895536', '527736823', '244332572', '2683902000', '225273523', '2861601397', '3018440225', '1350807029544316930', '175324823', '4220072895', '1241560483', '42639105', '240425521', '739462811252854784', '424644011', '1336600350', '896803531872755713', '161197918', '2352751943', '102751543', '1199523653471408134', '1145646865']",0
61,1345867524513128448,252168075,[],0
62,1345867923802497025,252168075,"['175572966', '1310289944942964736', '1054141195608301568', '1193738128412102657']",0
63,1345864546645204992,252168075,"['963324343', '890070960770101248', '1326647772']",0
64,1345863117327249411,252168075,[],0
65,1351477584383660032,252168075,"['75663291', '2806244294', '40796831', '2535267889', '342238818', '879862680', '60982903', '1275499329080430593', '130756246', '2924312545', '1234486162598830081', '797750017', '1241560483', '498184248', '1154503021713383438', '158116807', '1322060568', '2986757866', '158535128', '1213893975880290304', '1199687449884217344', '628912277', '1102794380', '1250552788104491011', '4053210252', '2984784171', '972741498', '476035377', '538185342', '375913051', '2693265779', '334352950', '723567577260277760', '1324927863913656321', '393787499', '1303185099974942720', '148152822', '1056891366297481223', '621349825', '1316056831148675072', '1270407863752671235', '213446691', '590403496', '4321866322', '329346165', '2374631185', '1205661024902402049']",0
66,1351501678256807937,252168075,[],0
67,1351493742335819776,252168075,[],0
68,1351647563649318916,252168075,[],0
69,1351477972377743363,252168075,"['1241560483', '1322060568', '1303185099974942720', '3804080657', '4924949747', '290763243', '1309223027650035715', '4872684603', '1233634360609398784', '1074817759303909378', '153316408', '986760422996004864', '1942435878', '365161396', '4078995195', '1261780918060101640', '895850230859661312']",0
70,1351488276956389376,252168075,"['1275499329080430593', '1241560483', '1322060568', '1303185099974942720', '329346165', '394183333', '3804080657', '4924949747', '290763243', '1309223027650035715', '4872684603', '1172110744290299905', '1233634360609398784', '1074817759303909378', '153316408', '3826094975', '766327001661800448', '986760422996004864', '1942435878', '222595373']",0
71,1351488573044887553,252168075,"['526455759', '2535267889', '980145299741081601', '1275499329080430593', '4409446905', '1241560483', '1052626890505248769', '1905526932', '2986757866', '343636885', '175572966', '3480409841', '70763545', '3370315654', '872150278757339138', '211916492', '1303185099974942720', '333049516', '329346165', '3804080657', '925978333', '4924949747', '1337925288504811521', '708514908095254528', '1326881861461827584', '365173932', '290763243', '909358892', '1309223027650035715', '916791848496136192', '762779176642441216', '4193967855', '1131890489500807168', '141819823', '4872684603', '1233634360609398784', '1399559065', '14165570', '1071106471478345728', '1159971119685951489', '1067373592239845378', '1082804055741730816', '1074817759303909378', '1174080907', '153316408']",0
72,1351493624027115520,252168075,"['343636885', '290763243']",0
73,1351488751583850496,252168075,"['1241560483', '1322060568', '1905526932', '71080518', '343636885', '132310915', '175572966', '33350532', '3370315654', '334352950', '872150278757339138', '1303185099974942720', '1954793089', '394183333', '994751288608022529', '3804080657', '52243385', '883120640206807040', '925978333', '4924949747', '290763243', '1309223027650035715', '1034579540809539584', '4193967855', '4872684603', '1233634360609398784', '1253839300636049408', '1074817759303909378', '875026738748817408', '147382943', '986760422996004864', '1942435878', '38436714']",0
74,1351489090127097856,252168075,"['3041230517', '155395750', '1928320513', '606067035', '313933283', '1241560483', '1322060568', '1905526932', '2349669231', '3135484221', '343636885', '522197549', '2789699959', '212420616', '33350532', '872150278757339138', '1303185099974942720', '1954793089', '157846401', '3804080657', '4924949747', '290763243', '1309223027650035715', '4872684603', '1233634360609398784', '1253839300636049408', '1074817759303909378', '1102193130085011456']",0
75,1373237304614064130,252168075,"['172947580', '2947440729', '90185866', '1015330438552932352', '396149001', '58127090', '1965712266', '4871729465', '730195510645116929', '2274853140', '922055273463865344', '1883399930', '135620947', '185743772', '76028175', '1035310016906121216', '339995324', '965608464667021312', '1036376903714840576', '1193738128412102657', '2296379731', '141632545', '3437292147', '304709990', '3438284351', '153554698', '52243385', '268986132']",0
76,1373244715798310913,252168075,[],0
77,1373245081298288642,252168075,[],0
78,1373238707453628420,252168075,"['712335069453688832', '58127090', '2780462625', '965608464667021312', '153554698', '3437292147', '185743772']",0
79,1373251711490531335,252168075,[],0
80,1373252028542160902,252168075,[],0
81,1373243626776563713,252168075,['185743772'],0
82,1373245598002987009,252168075,[],0
83,1373238832645206023,252168075,"['58127090', '153554698', '965608464667021312', '3437292147']",0
84,1346494253283880964,252168075,"['1154503021713383438', '4220072895', '1249167377843064837', '1221990246507786240', '1010670316392255489', '747593523713683456', '304709990', '1309248395064881153', '3338058844', '1193738128412102657']",0
85,1346495582672711683,252168075,['1269126789068206080'],0
86,1359471816448897025,252168075,"['2151623971', '199154673', '4321866322', '1162557422340382722', '1280842929058299905', '312707665', '1392901405', '3382068411', '1082658201152163843', '1147145350291099651', '185845032', '193712831', '510740590', '2554513900', '860648953', '960475608873684992', '34155399', '1309223027650035715', '1245152434617487362', '1356429776714682368', '4574906055', '1251276349764972544', '2270147561', '1106205704', '2900773582', '348499785', '813411951023943680', '1267058480290189312', '342682750', '1218643398749573121', '75663291', '1056891366297481223', '262421071', '2814280973', '872150278757339138', '946420979135385601', '4206406708', '898024773141377024', '606632391', '1355322732444061700', '4220072895', '17753708', '3310367745', '1071973385423478784', '874313760']",0
87,1359472290195525634,252168075,"['2151623971', '2554513900', '1309223027650035715', '813411951023943680', '872150278757339138', '1177591903434526725', '198053888', '153554698', '845799698426462208', '3437292147', '747524671353069572', '4924949747', '1241560483', '546854590', '4872684603', '947946508174884867', '1674501540', '2564582235', '420353139', '291509269', '827048251', '3015581601', '358087986', '163249391']",0
88,1359472533020508167,252168075,"['1231064317161852928', '2151623971', '290671142', '449342655', '1162000617856000000', '1171154016765652992', '1041486972148178944', '604908080', '747525179279024128', '155395122', '1188922342648492032', '247929216', '310602518', '510740590', '2554513900', '1309223027650035715', '813411951023943680', '872150278757339138', '991421934', '2379300320', '991843553323167749', '214095125', '1177591903434526725', '367396547', '1267827808417406982', '153554698', '175572966', '1228495647403397126', '1211337779021434880', '3437292147', '329694280', '3245443367', '747524671353069572', '1241560483', '2803749301', '176590617', '546854590', '4872684603', '1873925863', '3474542957', '844730835643383809', '173087742', '347562724', '178913372', '3893632221', '3059356973', '2564582235']",0
89,1359472831432716295,252168075,"['527736823', '2151623971', '312707665', '1392901405', '193712831', '510740590', '2554513900', '1309223027650035715', '813411951023943680', '872150278757339138', '367396547', '3437292147', '329694280', '747524671353069572', '4924949747', '1043343131272462336', '1241560483', '55847657', '546854590', '762779176642441216', '4872684603', '423416900', '4819516888', '1210378599238422528', '2296379731', '2564582235', '39380676', '3041230517', '2308895954', '1154771271776972801', '1337354461606531072', '291509269', '1071973252774404096', '3243949239', '2866197077', '175324823', '163249391', '3015581601']",0
90,1359473034810322945,252168075,"['527736823', '2151623971', '1483771861', '312707665', '1392901405', '193712831', '510740590', '1256324234613325824', '2554513900', '716455971795648512', '167532978', '1309223027650035715', '813411951023943680', '872150278757339138', '1129440518851702784', '1355322732444061700', '2761630306', '1177591903434526725', '367396547', '706101706048868352', '198053888', '153554698', '1171154016765652992', '168007252', '175572966', '1211337779021434880', '3437292147', '329694280', '2234353664', '3245443367', '747524671353069572', '4924949747', '1684130443', '237941212', '1189657324509650945', '1241560483', '55847657', '4872684603', '423416900', '1263249097936470017', '947946508174884867', '2533383794', '3474542957', '4819516888', '1210378599238422528']",0
91,1359582528500301839,252168075,['749373867479760897'],0
92,1359582886354014209,252168075,['749373867479760897'],0
93,1359597756579536898,252168075,"['510740590', '813411951023943680', '872150278757339138']",0
94,1368246119076147206,252168075,"['217691773', '1270898472418529282', '3483393321', '1180292163940343809', '547171667', '311164882', '574234530', '2984784171', '148563245', '1023341334994796544', '1311406391035400192', '2356497675', '497590829', '127992278', '2533383794', '844730835643383809', '720261541669437440', '149287324', '197141985', '727666699', '1164156646827974656', '142867895', '3314004873', '1304233382', '3347147789', '3637866256', '835122943822725122', '873693833405640706', '833364444445081600', '546854590', '1347739424', '1177591903434526725', '938315258', '895878853784084482', '153554698', '2274853140', '917604581852565504', '799033807840088064', '151319723', '533882044', '240425521', '1363888644008902660', '241389217', '1162557422340382722', '1597329390', '209288151']",0
95,1368246251729395712,252168075,"['931249198057521152', '217691773', '613930148', '180497066', '828667226387574784', '759399835418124288', '1023341334994796544', '2533383794', '876384376015257600', '1642897352', '2272053176', '875473762350764032', '149287324', '737109553238691840', '3347147789', '546854590', '938315258', '1145664042129854465', '153554698', '895878853784084482', '151319723', '747578058920566784', '1295485300261687299', '1157070279132274688', '827359103517339648', '720800620073074688', '957304591003148290', '17753708', '755591594590560256', '3347680954', '2985597903', '474105312', '3062295652', '848638459', '3905636296', '510740590', '160768274', '1192565242934579200', '161197918', '2742347299', '939376399', '1241560483', '1942435878', '1455709177', '766327001661800448']",0
96,1368246371904524289,252168075,"['217691773', '1270898472418529282', '2669488298', '835122943822725122', '180497066', '759399835418124288', '1023341334994796544', '1262511896982433803', '2759869099', '4239449475', '727666699', '1164156646827974656', '546854590', '1177591903434526725', '153554698', '895878853784084482', '151319723', '3014032816', '1265685126', '3905636296', '510740590', '161197918', '1241560483', '1942435878', '989577590938718208', '898046467255959552', '203233379', '133790962', '347562724', '1062010454854324225', '3437292147', '262856916', '315864204', '3310367745', '711242169462431744', '951268815794589697', '1275477911722774535', '501979428', '1097589962210508803', '264861047', '1167510078649487361', '141337897', '1304220431860338690', '565191963', '396149001', '1361058888062300168', '901824927560585218']",0
97,1369717490201337863,252168075,"['1324927863913656321', '1269730069410451456', '1189657324509650945', '2229256457', '1226569135867518977', '1020812327757787136', '750998852585611264', '4198183773', '751218104663941120', '1156038606953287681', '244497217', '1014581050289410048', '978560748837392389', '706802618941759488', '4100729848', '1496746326', '138972103', '1015330438552932352', '222298968', '325717672', '1316561001110740992', '805592928454316033', '1023341334994796544', '2385196044', '139139019', '1102939558222721024', '827359103517339648', '175973668', '3383952485', '3130293183', '391580541', '1221990246507786240', '1075501138848464896', '849989538751578113', '1399456345', '815323857842241540', '211531918', '1338624531880157187', '1210378599238422528', '172981175', '1277917742272778240', '4091240956', '87716893', '1304591668054757377', '1233634360609398784', '2321010714', '1309223027650035715']",0
